index,name,surname,initials,age,dateOfBirth
2367,Freddie,Ellison,F,6,2012/08/09
2368,Jan,Edwards,J,25,1993/11/17
2369,Aaron,Ellis,A,33,1985/02/24
2370,Susan,Ellison,S,38,1980/12/24
2371,Shahmir,Galloway,S,35,1983/03/18
2372,Riaan,Dyer,R,7,2011/03/07
2373,"Pieter Andre",Edwards,PA,12,2006/12/18
2374,Aron-James,Ellison,A,48,1970/12/15
2375,Shahmir,Gaines,S,34,1984/08/06
2376,Shai,Dyer,S,23,1995/09/05
2377,Susan,Elliott,S,14,2004/05/26
2378,Susan,Gallegos,S,7,2011/05/23
2379,Freddie,Edwards,F,21,1997/09/04
2380,Santie,Gaines,S,29,1989/08/14
2381,Shadow,Ellis,S,12,2006/10/28
2382,"Pieter Andre",Fulton,PA,28,1990/02/22
2383,Ben,Harold,B,34,1984/10/14
2384,Peter,Duran,P,38,1980/01/14
2385,"Pieter Andre",Duran,PA,22,1996/07/07
2386,Maria,Harold,M,9,2009/04/15
2387,Frik,Elliott,F,3,2015/07/25
2388,Shahmir,"Van Zyl",S,24,1994/08/22
2389,Shane,Edwards,S,44,1974/09/21
2390,Ben,"Van Zyl",B,44,1974/02/07
2391,Shadow,England,S,3,2015/09/28
2392,jaco,Ellis,j,37,1981/03/02
2393,Aaron,Edwards,A,46,1972/12/10
2394,jaco,Harold,j,7,2011/07/26
2395,Maria,Gallagher,M,36,1982/05/08
2396,"Pieter Andre",Ellis,PA,45,1973/12/28
2397,Jan,"Van Zyl",J,14,2004/04/23
2398,Shai,Ellis,S,42,1976/06/29
2399,Maria,"Van Zyl",M,0,2018/08/03
2400,Aron-James,Ellison,A,10,2008/06/03
2401,Shane,Gallagher,S,24,1994/12/23
2402,Riaan,Elliott,R,29,1989/08/16
2403,Santie,Duran,S,1,2017/01/22
2404,"Garret Pieter",Harold,GP,30,1988/08/23
2405,jaco,Eaton,j,25,1993/11/24
2406,Ben,Fuentes,B,27,1991/05/10
2407,Shahmir,Gallegos,S,38,1980/10/03
2408,Riaan,Elliott,R,44,1974/02/12
2409,Jan,Gaines,J,39,1979/01/21
2410,Shae,England,S,23,1995/10/29
2411,"Pieter Andre",Durham,PA,3,2015/08/22
2412,Aron-James,Fulton,A,19,1999/06/12
2413,Aaron,"Van Zyl",A,47,1971/02/07
2414,Frik,Eaton,F,38,1980/11/19
2415,Shane,England,S,45,1973/06/21
2416,Ben,Harold,B,27,1991/01/22
2417,Maria,Edwards,M,35,1983/09/13
2418,Aaron,Elliott,A,20,1998/06/08
2419,Freddie,Eaton,F,9,2009/06/08
2420,Susan,Gaines,S,47,1971/07/04
2421,jaco,Gamble,j,5,2013/09/27
2422,Aaron,Fuentes,A,16,2002/11/03
2423,Ben,Fulton,B,34,1984/08/20
2424,Riaan,Gallagher,R,31,1987/04/16
2425,Aaron,Elliott,A,24,1994/06/30
2426,Santie,"Van Zyl",S,29,1989/07/20
2427,"Pieter Andre",Fuller,PA,30,1988/01/17
2428,Frik,Duran,F,38,1980/04/19
2429,Riaan,Gallegos,R,15,2003/07/08
2430,Aron-James,Fuentes,A,36,1982/12/24
2431,Frik,England,F,31,1987/12/10
2432,Santie,Durham,S,27,1991/11/21
2433,Shae,Emerson,S,30,1988/01/12
2434,"Pieter Andre",Duran,PA,43,1975/06/02
2435,Shai,Ellison,S,34,1984/06/29
2436,Frik,Gamble,F,40,1978/07/18
2437,Aaron,Eaton,A,23,1995/09/16
2438,Peter,Gamble,P,19,1999/11/06
2439,Aaron,Elliott,A,44,1974/07/24
2440,Ben,Harold,B,47,1971/10/24
2441,Frik,Fuller,F,14,2004/07/13
2442,Shai,Dyer,S,13,2005/12/05
2443,Shai,Gallagher,S,13,2005/08/21
2444,"Garret Pieter",Gamble,GP,16,2002/12/17
2445,"Pieter Andre",Duran,PA,36,1982/06/21
2446,jaco,Gamble,j,6,2012/11/01
2447,"Garret Pieter","Van Zyl",GP,20,1998/02/23
2448,Miena,Dyer,M,15,2003/04/12
2449,Miena,Gallegos,M,9,2009/03/04
2450,"Pieter Andre",Emerson,PA,20,1998/10/15
2451,Shae,Elliott,S,14,2004/11/29
2452,Aaron,Eaton,A,21,1997/02/05
2453,Shadow,England,S,40,1978/03/23
2454,Shai,Fulton,S,3,2015/12/27
2455,Maria,Duran,M,17,2001/02/06
2456,Shane,Edwards,S,10,2008/01/01
2457,Miena,"Van Zyl",M,14,2004/07/30
2458,Aron-James,Eaton,A,5,2013/02/19
2459,Susan,Fuentes,S,34,1984/05/22
2460,Aron-James,Gaines,A,4,2014/03/08
2461,Miena,Gaines,M,35,1983/11/18
2462,Freddie,Dyer,F,5,2013/09/09
2463,Santie,Harold,S,38,1980/05/11
2464,Aaron,Edwards,A,44,1974/10/24
2465,Susan,Duran,S,48,1970/08/20
2466,jaco,Duran,j,43,1975/01/10
2467,Shai,Fuller,S,8,2010/12/25
2468,Shae,Fuller,S,39,1979/04/23
2469,"Pieter Andre",Gaines,PA,33,1985/06/15
2470,Shai,England,S,29,1989/11/02
2471,Shae,Gallegos,S,25,1993/07/13
2472,Aaron,Harold,A,45,1973/01/09
2473,Ben,Duran,B,23,1995/02/15
2474,Peter,Gallagher,P,22,1996/05/24
2475,Aaron,England,A,46,1972/01/30
2476,Santie,Fuller,S,4,2014/09/23
2477,Shadow,Emerson,S,45,1973/06/27
2478,Aron-James,Gaines,A,26,1992/07/28
2479,Peter,Durham,P,42,1976/08/09
2480,Santie,"Van Zyl",S,30,1988/07/20
2481,Miena,Gallegos,M,42,1976/09/22
2482,Santie,Ellis,S,8,2010/08/25
2483,"Pieter Andre",Ellis,PA,35,1983/01/10
2484,Shai,Harold,S,2,2016/03/07
2485,Shadow,"Van Zyl",S,39,1979/06/01
2486,Susan,Elliott,S,23,1995/01/04
2487,Shane,Gallagher,S,23,1995/12/06
2488,Aron-James,England,A,34,1984/07/26
2489,Freddie,Gaines,F,36,1982/10/26
2490,Riaan,Harold,R,35,1983/04/11
2491,Santie,Gaines,S,36,1982/02/04
2492,Peter,Gamble,P,44,1974/01/06
2493,Santie,Emerson,S,36,1982/09/28
2494,Riaan,Fuentes,R,9,2009/09/30
2495,Miena,Elliott,M,39,1979/09/05
2496,Aron-James,Durham,A,27,1991/12/05
2497,Miena,Fuentes,M,38,1980/11/24
2498,"Pieter Andre",Harold,PA,31,1987/10/18
2499,Shahmir,Edwards,S,13,2005/05/08
2500,Ben,Fulton,B,12,2006/03/06
2501,Frik,Ellison,F,40,1978/01/07
2502,Shane,Dyer,S,18,2000/05/17
2503,jaco,Fuller,j,38,1980/09/16
2504,Frik,Durham,F,18,2000/07/08
2505,Shane,Fulton,S,28,1990/01/24
2506,Ben,Fuller,B,12,2006/06/18
2507,Jan,Elliott,J,4,2014/07/21
2508,Maria,Eaton,M,7,2011/04/29
2509,Shai,Gaines,S,15,2003/04/01
2510,Miena,Fulton,M,32,1986/02/11
2511,jaco,Duran,j,13,2005/07/14
2512,Susan,Edwards,S,8,2010/05/28
2513,Susan,Edwards,S,10,2008/09/16
2514,Peter,Ellison,P,38,1980/06/28
2515,Riaan,Fulton,R,28,1990/06/22
2516,Shadow,Gallegos,S,36,1982/12/13
2517,Maria,Gaines,M,18,2000/09/30
2518,Jan,Galloway,J,13,2005/01/22
2519,Aron-James,Gallegos,A,12,2006/02/18
2520,Shadow,Gallagher,S,37,1981/05/16
2521,Peter,Fulton,P,37,1981/08/10
2522,Aaron,"Van Zyl",A,33,1985/12/16
2523,Shai,Harold,S,29,1989/05/29
2524,Miena,Galloway,M,2,2016/02/06
2525,Aaron,Ellison,A,44,1974/11/05
2526,"Pieter Andre",Emerson,PA,16,2002/07/27
2527,Shahmir,Elliott,S,28,1990/03/28
2528,Miena,England,M,43,1975/05/23
2529,"Pieter Andre",Emerson,PA,38,1980/02/28
2530,Shae,England,S,9,2009/07/15
2531,"Garret Pieter",Fuentes,GP,21,1997/09/09
2532,Jan,Emerson,J,36,1982/12/22
2533,Shai,Gallegos,S,26,1992/06/04
2534,Shadow,Galloway,S,3,2015/06/16
2535,Jan,Harold,J,46,1972/02/26
2536,"Garret Pieter",Gallagher,GP,0,2018/12/03
2537,Frik,Fulton,F,44,1974/09/10
2538,Maria,Gallegos,M,9,2009/11/08
2539,"Pieter Andre",Gaines,PA,9,2009/04/05
2540,Maria,"Van Zyl",M,34,1984/02/11
2541,Shahmir,Durham,S,32,1986/10/02
2542,Shai,England,S,20,1998/06/27
2543,Aaron,Dyer,A,22,1996/05/30
2544,Miena,Harold,M,21,1997/02/27
2545,"Garret Pieter",Durham,GP,19,1999/05/30
2546,Susan,Ellis,S,25,1993/06/24
2547,Shadow,Fuentes,S,38,1980/10/26
2548,Riaan,Duran,R,43,1975/10/19
2549,Susan,Galloway,S,22,1996/06/08
2550,Shadow,Galloway,S,26,1992/07/24
2551,Peter,Galloway,P,23,1995/01/23
2552,"Garret Pieter",Elliott,GP,22,1996/02/24
2553,Shae,Fuentes,S,20,1998/10/02
2554,Santie,Gaines,S,2,2016/10/16
2555,Aron-James,Duran,A,40,1978/07/24
2556,Peter,Gallagher,P,10,2008/12/24
2557,Aaron,Edwards,A,5,2013/07/21
2558,Freddie,Fulton,F,28,1990/01/07
2559,Miena,Fuentes,M,38,1980/03/29
2560,Susan,Fuentes,S,16,2002/05/24
2561,Shae,Ellison,S,23,1995/03/11
2562,Shai,Duran,S,8,2010/05/27
2563,Susan,Gamble,S,11,2007/02/20
2564,Peter,Fuller,P,32,1986/12/23
2565,Shane,Gamble,S,34,1984/04/01
2566,Miena,Duran,M,48,1970/12/15
2567,Aron-James,Dyer,A,27,1991/11/10
2568,Aaron,Dyer,A,37,1981/07/25
2569,Shane,Ellison,S,10,2008/10/01
2570,Shadow,Gallagher,S,40,1978/04/05
2571,Maria,Gallegos,M,29,1989/02/04
2572,Shadow,Emerson,S,23,1995/09/29
2573,Shahmir,Fuller,S,21,1997/05/11
2574,Riaan,Durham,R,23,1995/08/01
2575,Peter,Elliott,P,4,2014/09/24
2576,Shai,Emerson,S,8,2010/02/25
2577,Aron-James,Elliott,A,32,1986/06/09
2578,Ben,Edwards,B,6,2012/03/09
2579,Maria,Ellison,M,43,1975/12/13
2580,"Pieter Andre",Eaton,PA,0,2018/03/16
2581,Frik,England,F,47,1971/05/22
2582,"Pieter Andre",Galloway,PA,43,1975/11/06
2583,Freddie,Gallagher,F,44,1974/07/29
2584,Ben,Eaton,B,17,2001/01/26
2585,Shadow,Duran,S,11,2007/09/18
2586,Frik,Durham,F,37,1981/02/26
2587,Aron-James,Gallegos,A,26,1992/02/08
2588,Miena,Galloway,M,1,2017/05/04
2589,Jan,Edwards,J,33,1985/09/08
2590,Frik,Fulton,F,2,2016/07/15
2591,Shadow,Gamble,S,6,2012/03/26
2592,Jan,Duran,J,27,1991/12/06
2593,"Garret Pieter",Elliott,GP,2,2016/04/29
2594,Shae,Fuller,S,2,2016/06/30
2595,Riaan,Ellison,R,23,1995/09/22
2596,jaco,Fuller,j,27,1991/05/15
2597,Maria,Duran,M,18,2000/06/13
2598,Jan,Edwards,J,4,2014/02/03
2599,Shane,Duran,S,29,1989/07/30
2600,Susan,Durham,S,36,1982/03/09
2601,Riaan,Durham,R,1,2017/05/17
2602,jaco,Fuentes,j,39,1979/09/01
2603,Miena,Gallegos,M,18,2000/08/17
2604,Shai,Edwards,S,27,1991/06/01
2605,Aaron,England,A,38,1980/08/10
2606,Ben,Durham,B,41,1977/07/21
2607,Peter,Fuller,P,42,1976/11/02
2608,Frik,Elliott,F,10,2008/03/18
2609,Shae,Duran,S,40,1978/08/27
2610,Shahmir,Eaton,S,25,1993/05/23
2611,Ben,Fuentes,B,20,1998/02/13
2612,Susan,Duran,S,0,2018/04/23
2613,Shahmir,Eaton,S,15,2003/07/09
2614,Aaron,Fuller,A,29,1989/04/29
2615,jaco,Ellison,j,42,1976/12/21
2616,Shadow,Fulton,S,42,1976/02/12
2617,Miena,Fuller,M,28,1990/09/24
2618,Shane,Fuentes,S,23,1995/08/20
2619,Susan,Gallegos,S,38,1980/05/07
2620,Shadow,Ellison,S,21,1997/04/08
2621,Peter,Eaton,P,23,1995/01/10
2622,Aaron,"Van Zyl",A,40,1978/05/13
2623,Santie,Emerson,S,25,1993/05/14
2624,Aron-James,Gallegos,A,13,2005/05/15
2625,Shae,Ellison,S,10,2008/03/16
2626,Maria,Gallagher,M,28,1990/04/20
2627,Ben,Fuller,B,48,1970/11/30
2628,Aron-James,Fuller,A,12,2006/04/06
2629,jaco,Gallagher,j,25,1993/06/14
2630,Aron-James,Harold,A,10,2008/11/15
2631,Susan,Fuller,S,47,1971/03/20
2632,Maria,Elliott,M,47,1971/03/29
2633,Shai,Harold,S,28,1990/08/12
2634,Freddie,Fulton,F,21,1997/02/13
2635,Shadow,Durham,S,11,2007/01/17
2636,jaco,Harold,j,4,2014/05/02
2637,Aron-James,Duran,A,2,2016/02/01
2638,Frik,Emerson,F,41,1977/03/26
2639,Aaron,Ellis,A,33,1985/07/07
2640,Aron-James,Emerson,A,12,2006/07/03
2641,Peter,Eaton,P,4,2014/09/24
2642,Maria,Edwards,M,45,1973/03/03
2643,Shane,Ellison,S,41,1977/02/15
2644,Freddie,"Van Zyl",F,17,2001/11/25
2645,"Pieter Andre","Van Zyl",PA,26,1992/06/27
2646,Aron-James,Gamble,A,45,1973/04/09
2647,Riaan,Eaton,R,43,1975/11/14
2648,"Garret Pieter",Ellis,GP,46,1972/08/26
2649,Frik,Durham,F,44,1974/01/22
2650,Maria,Gamble,M,22,1996/04/10
2651,Frik,Ellison,F,11,2007/01/07
2652,Shae,Fulton,S,10,2008/12/06
2653,Peter,Eaton,P,1,2017/10/26
2654,Shahmir,Duran,S,47,1971/03/04
2655,Peter,"Van Zyl",P,20,1998/01/08
2656,Maria,Ellis,M,10,2008/07/21
2657,Shane,Elliott,S,15,2003/03/10
2658,"Pieter Andre","Van Zyl",PA,8,2010/02/23
2659,Santie,Fulton,S,7,2011/12/19
2660,Frik,Ellis,F,3,2015/02/26
2661,"Garret Pieter",Fuentes,GP,45,1973/05/05
2662,Shae,Duran,S,42,1976/12/13
2663,Ben,Eaton,B,35,1983/09/12
2664,Susan,Ellis,S,6,2012/05/08
2665,Ben,Duran,B,28,1990/07/16
2666,Aron-James,Edwards,A,30,1988/02/11
2667,Peter,Emerson,P,16,2002/06/20
2668,Shadow,"Van Zyl",S,5,2013/09/18
2669,Aaron,Elliott,A,12,2006/12/13
2670,Shahmir,Fuller,S,37,1981/05/14
2671,Miena,Harold,M,0,2018/05/15
2672,Santie,England,S,1,2017/01/10
2673,Peter,Gallagher,P,14,2004/12/24
2674,Maria,Gamble,M,20,1998/03/23
2675,"Garret Pieter",Emerson,GP,26,1992/09/30
2676,Ben,Gallagher,B,30,1988/04/08
2677,Shai,England,S,23,1995/09/13
2678,Riaan,Fulton,R,14,2004/10/05
2679,jaco,Ellison,j,35,1983/11/01
2680,Aaron,Ellison,A,37,1981/11/29
2681,Shadow,Gallegos,S,17,2001/03/28
2682,Maria,Fuller,M,41,1977/07/10
2683,jaco,Fulton,j,13,2005/10/10
2684,Miena,Gallegos,M,29,1989/06/22
2685,Shane,Gallegos,S,40,1978/09/07
2686,Shadow,Gallegos,S,29,1989/07/19
2687,Aron-James,Fuller,A,28,1990/12/06
2688,Miena,Ellison,M,22,1996/02/29
2689,Jan,Durham,J,19,1999/02/08
2690,Shane,Duran,S,16,2002/04/28
2691,jaco,Fuentes,j,29,1989/06/25
2692,Peter,"Van Zyl",P,34,1984/11/08
2693,Shahmir,Ellis,S,29,1989/05/25
2694,Shai,"Van Zyl",S,40,1978/10/10
2695,Shahmir,Fuentes,S,23,1995/04/26
2696,"Pieter Andre",Eaton,PA,23,1995/04/26
2697,Frik,Duran,F,8,2010/05/26
2698,Jan,Eaton,J,32,1986/01/27
2699,Peter,Harold,P,16,2002/11/08
2700,Shae,Gallegos,S,10,2008/02/05
2701,Shai,Durham,S,16,2002/09/29
2702,Shadow,Duran,S,10,2008/09/22
2703,Jan,Durham,J,26,1992/11/23
2704,Miena,Edwards,M,21,1997/01/18
2705,Santie,"Van Zyl",S,40,1978/09/20
2706,jaco,Gallagher,j,31,1987/07/09
2707,Riaan,Fuller,R,4,2014/02/05
2708,Ben,Fuller,B,40,1978/11/26
2709,Santie,Durham,S,38,1980/02/05
2710,Frik,Elliott,F,44,1974/10/26
2711,Maria,Edwards,M,27,1991/08/06
2712,Jan,Fulton,J,10,2008/02/02
2713,Santie,Duran,S,12,2006/03/24
2714,Shane,Elliott,S,5,2013/10/10
2715,Peter,Ellis,P,12,2006/04/10
2716,Shahmir,Gallagher,S,10,2008/05/01
2717,Maria,Ellis,M,42,1976/04/09
2718,Susan,Durham,S,38,1980/10/13
2719,Ben,Fulton,B,12,2006/12/14
2720,Susan,"Van Zyl",S,25,1993/12/18
2721,Santie,Harold,S,22,1996/11/19
2722,Shane,Harold,S,31,1987/08/17
2723,Riaan,Fuller,R,41,1977/10/16
2724,Shahmir,Duran,S,20,1998/04/14
2725,Frik,Gallegos,F,0,2018/06/20
2726,Ben,Gallagher,B,25,1993/09/16
2727,Aaron,Edwards,A,21,1997/11/23
2728,Ben,Galloway,B,34,1984/05/05
2729,Shadow,Dyer,S,5,2013/07/01
2730,Ben,England,B,7,2011/10/06
2731,Aron-James,Duran,A,47,1971/04/30
2732,Shae,Galloway,S,23,1995/11/25
2733,Aron-James,Edwards,A,29,1989/05/23
2734,Miena,Durham,M,37,1981/11/28
2735,Miena,Fuller,M,36,1982/06/13
2736,Aaron,Harold,A,10,2008/10/11
2737,Frik,Durham,F,43,1975/10/29
2738,Susan,Fuller,S,30,1988/02/06
2739,Susan,Durham,S,47,1971/01/15
2740,Frik,"Van Zyl",F,8,2010/09/19
2741,Jan,Gamble,J,48,1970/02/14
2742,jaco,Dyer,j,20,1998/12/16
2743,Shae,Harold,S,27,1991/11/07
2744,Shane,England,S,25,1993/09/29
2745,Aron-James,Gamble,A,29,1989/07/20
2746,Maria,Gaines,M,11,2007/03/15
2747,Susan,Emerson,S,29,1989/09/05
2748,Shane,Elliott,S,12,2006/03/23
2749,jaco,England,j,9,2009/05/17
2750,Shae,Gamble,S,36,1982/12/06
2751,Shae,Eaton,S,7,2011/09/20
2752,"Garret Pieter",Fuentes,GP,46,1972/12/21
2753,Aron-James,Galloway,A,31,1987/01/13
2754,Riaan,Gallagher,R,45,1973/05/02
2755,Shae,Eaton,S,44,1974/06/24
2756,Aaron,Duran,A,45,1973/08/26
2757,"Pieter Andre",Elliott,PA,35,1983/04/05
2758,"Pieter Andre","Van Zyl",PA,40,1978/04/24
2759,Ben,Elliott,B,37,1981/07/14
2760,Aron-James,Elliott,A,41,1977/11/08
2761,Shahmir,Ellis,S,11,2007/05/03
2762,"Garret Pieter",Gamble,GP,2,2016/05/25
2763,Shae,Ellison,S,20,1998/06/01
2764,Shae,Harold,S,40,1978/03/15
2765,Aron-James,Galloway,A,18,2000/03/12
2766,Shai,Gaines,S,9,2009/06/13
2767,"Garret Pieter",Fuller,GP,31,1987/12/16
2768,Shane,Gallegos,S,4,2014/07/25
2769,jaco,Ellison,j,35,1983/02/16
2770,Ben,Eaton,B,45,1973/01/16
2771,Freddie,Durham,F,5,2013/10/19
2772,Riaan,Ellison,R,10,2008/07/05
2773,Shane,Gallegos,S,27,1991/02/25
2774,jaco,Durham,j,0,2018/02/14
2775,Frik,Durham,F,44,1974/03/29
2776,Shadow,Eaton,S,44,1974/02/14
2777,Aaron,Gamble,A,25,1993/10/15
2778,Shadow,Fuller,S,2,2016/03/28
2779,Riaan,Galloway,R,36,1982/11/30
2780,Aron-James,Harold,A,10,2008/10/04
2781,Ben,Galloway,B,47,1971/02/06
2782,Aaron,Eaton,A,47,1971/02/24
2783,Miena,"Van Zyl",M,4,2014/08/24
2784,Santie,Galloway,S,29,1989/09/25
2785,Shae,Edwards,S,40,1978/12/26
2786,Riaan,Gallagher,R,24,1994/08/02
2787,Shane,Elliott,S,4,2014/06/02
2788,Maria,Harold,M,12,2006/06/04
2789,"Garret Pieter",Gallagher,GP,17,2001/12/21
2790,Frik,Fulton,F,33,1985/11/12
2791,Shae,Elliott,S,6,2012/11/17
2792,Frik,Dyer,F,13,2005/02/07
2793,Peter,Edwards,P,42,1976/04/25
2794,Jan,Dyer,J,10,2008/10/28
2795,Shae,Ellis,S,7,2011/08/21
2796,Jan,"Van Zyl",J,31,1987/01/05
2797,Jan,Dyer,J,26,1992/09/28
2798,Miena,Gallagher,M,11,2007/08/01
2799,Maria,England,M,45,1973/05/12
2800,Riaan,Durham,R,25,1993/11/17
2801,Jan,England,J,39,1979/05/06
2802,Frik,Gamble,F,40,1978/09/29
2803,Shadow,Gamble,S,25,1993/12/30
2804,"Garret Pieter",Edwards,GP,19,1999/02/21
2805,Ben,Harold,B,11,2007/02/24
2806,Peter,Fuller,P,15,2003/09/24
2807,Shane,Dyer,S,8,2010/12/20
2808,jaco,Dyer,j,37,1981/09/11
2809,Shae,Durham,S,29,1989/08/03
2810,Shahmir,Dyer,S,41,1977/05/14
2811,jaco,Edwards,j,4,2014/03/06
2812,Aron-James,Galloway,A,16,2002/12/02
2813,Miena,Ellison,M,32,1986/08/29
2814,Aron-James,Gallagher,A,29,1989/08/18
2815,Aaron,Dyer,A,17,2001/04/23
2816,Peter,Fuentes,P,36,1982/03/17
2817,"Pieter Andre",England,PA,28,1990/09/12
2818,Ben,Gamble,B,42,1976/10/23
2819,Riaan,Ellis,R,13,2005/06/26
2820,Jan,Galloway,J,17,2001/03/02
2821,Shahmir,"Van Zyl",S,48,1970/09/09
2822,Freddie,Gallagher,F,33,1985/04/26
2823,Maria,"Van Zyl",M,13,2005/12/18
2824,"Pieter Andre",Gaines,PA,11,2007/07/02
2825,Shai,Fulton,S,16,2002/04/13
2826,"Pieter Andre",Gallagher,PA,6,2012/03/07
2827,"Pieter Andre",England,PA,37,1981/01/29
2828,Freddie,Harold,F,40,1978/10/14
2829,Shane,"Van Zyl",S,11,2007/08/09
2830,Shane,Fuentes,S,21,1997/04/23
2831,Maria,Harold,M,24,1994/08/19
2832,Ben,Ellison,B,2,2016/05/25
2833,Aron-James,Edwards,A,38,1980/07/19
2834,Peter,Gallegos,P,46,1972/07/27
2835,Frik,Ellison,F,44,1974/03/28
2836,jaco,Fuentes,j,5,2013/09/15
2837,Maria,Fuentes,M,45,1973/03/26
2838,Shai,Gallagher,S,0,2018/07/07
2839,Santie,Duran,S,8,2010/12/21
2840,Freddie,Gallegos,F,13,2005/05/10
2841,Shane,Gaines,S,11,2007/06/24
2842,Aaron,Gallagher,A,46,1972/12/22
2843,Aron-James,Eaton,A,40,1978/12/07
2844,Ben,Duran,B,47,1971/05/16
2845,Freddie,Edwards,F,16,2002/07/07
2846,Miena,Gaines,M,39,1979/04/15
2847,Freddie,Ellison,F,47,1971/09/30
2848,Peter,Gallagher,P,17,2001/05/24
2849,Shahmir,Gaines,S,2,2016/07/01
2850,jaco,Galloway,j,2,2016/02/24
2851,Maria,Fulton,M,20,1998/05/15
2852,Freddie,Eaton,F,44,1974/12/13
2853,Frik,Ellis,F,2,2016/01/17
2854,Frik,Fuentes,F,20,1998/03/09
2855,Freddie,Ellison,F,3,2015/09/30
2856,jaco,Harold,j,1,2017/10/02
2857,Shai,Fuller,S,18,2000/06/02
2858,Miena,Ellison,M,3,2015/02/05
2859,Riaan,Galloway,R,18,2000/11/14
2860,Riaan,Dyer,R,16,2002/01/28
2861,Shadow,Duran,S,1,2017/02/17
2862,Shae,Eaton,S,14,2004/03/01
2863,jaco,Gaines,j,1,2017/05/22
2864,Shane,Fuentes,S,33,1985/10/04
2865,Shahmir,Fuller,S,13,2005/03/18
2866,Peter,Gamble,P,13,2005/10/10
2867,Shane,Fuller,S,17,2001/07/16
2868,Peter,Elliott,P,48,1970/09/01
2869,"Pieter Andre","Van Zyl",PA,23,1995/06/18
2870,Freddie,Harold,F,1,2017/02/12
2871,Miena,Durham,M,4,2014/08/28
2872,Santie,Gaines,S,41,1977/12/14
2873,Aron-James,Edwards,A,22,1996/10/14
2874,"Pieter Andre",Gallegos,PA,25,1993/02/10
2875,Riaan,Gallagher,R,14,2004/07/07
2876,Shadow,Gallegos,S,16,2002/03/18
2877,Shahmir,Edwards,S,20,1998/08/30
2878,Maria,Dyer,M,25,1993/10/15
2879,Miena,Ellis,M,24,1994/08/22
2880,Freddie,Gaines,F,22,1996/03/03
2881,Shane,Elliott,S,42,1976/07/02
2882,Frik,Harold,F,11,2007/05/27
2883,Aron-James,Ellis,A,14,2004/12/20
2884,Aron-James,Eaton,A,44,1974/04/28
2885,Aaron,Gaines,A,41,1977/11/16
2886,Jan,Elliott,J,38,1980/04/24
2887,Shae,Gaines,S,46,1972/06/08
2888,Shane,Gamble,S,36,1982/09/02
2889,Aron-James,Eaton,A,48,1970/07/23
2890,Miena,Elliott,M,38,1980/03/26
2891,Shae,Dyer,S,22,1996/01/12
2892,Shadow,Fuentes,S,39,1979/11/25
2893,Maria,Gallagher,M,38,1980/04/16
2894,Shane,Fuller,S,40,1978/11/12
2895,Shae,Ellison,S,25,1993/04/11
2896,Shane,Gallagher,S,29,1989/07/18
2897,Shane,Gallegos,S,8,2010/10/04
2898,Shahmir,Ellison,S,37,1981/02/09
2899,Riaan,Gallegos,R,1,2017/10/24
2900,"Pieter Andre",Dyer,PA,21,1997/08/20
2901,Shane,Gallagher,S,39,1979/07/01
2902,Frik,Ellis,F,23,1995/01/23
2903,Aron-James,Emerson,A,25,1993/07/29
2904,Aaron,Galloway,A,13,2005/05/17
2905,Miena,Fuller,M,1,2017/02/26
2906,Shahmir,Ellison,S,42,1976/02/03
2907,Maria,Duran,M,37,1981/04/16
2908,Frik,Fuentes,F,24,1994/06/18
2909,Shahmir,Ellison,S,34,1984/07/05
2910,Aron-James,Durham,A,32,1986/03/21
2911,Shahmir,Fuentes,S,14,2004/07/18
2912,Jan,Ellison,J,27,1991/03/02
2913,Peter,Fuentes,P,18,2000/08/29
2914,Shahmir,Ellison,S,44,1974/10/23
2915,Freddie,Gallegos,F,11,2007/09/25
2916,Freddie,Gaines,F,0,2018/01/26
2917,Shae,"Van Zyl",S,41,1977/12/02
2918,Miena,Dyer,M,15,2003/05/13
2919,Peter,Gamble,P,35,1983/05/17
2920,Ben,Gallagher,B,46,1972/06/18
2921,"Garret Pieter",Galloway,GP,5,2013/08/13
2922,Shahmir,Dyer,S,11,2007/09/13
2923,Riaan,Ellis,R,43,1975/02/05
2924,Aaron,Gallagher,A,45,1973/12/23
2925,Peter,Emerson,P,30,1988/01/29
2926,jaco,Ellis,j,38,1980/01/07
2927,Susan,Ellis,S,37,1981/03/07
2928,Santie,Elliott,S,2,2016/10/16
2929,"Pieter Andre",Eaton,PA,42,1976/05/07
2930,Freddie,Gamble,F,19,1999/07/13
2931,Santie,Fuentes,S,18,2000/04/14
2932,Shane,Fuentes,S,31,1987/10/10
2933,Maria,Fuentes,M,11,2007/11/16
2934,Shae,Dyer,S,20,1998/05/01
2935,"Garret Pieter",Fuller,GP,4,2014/10/24
2936,Shahmir,Fulton,S,42,1976/05/08
2937,Aaron,England,A,6,2012/06/07
2938,Frik,Gallegos,F,47,1971/05/27
2939,Jan,Ellis,J,19,1999/08/27
2940,Aaron,Harold,A,4,2014/10/21
2941,Freddie,Emerson,F,25,1993/03/25
2942,Shahmir,Edwards,S,7,2011/06/17
2943,"Garret Pieter",Dyer,GP,4,2014/05/06
2944,Aron-James,Ellison,A,24,1994/07/09
2945,Santie,Gallegos,S,24,1994/08/13
2946,Santie,Galloway,S,8,2010/05/12
2947,Peter,England,P,7,2011/11/21
2948,Peter,Fuentes,P,4,2014/05/30
2949,Miena,Fuentes,M,24,1994/12/27
